route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
5,2024_08_12-DX-MVS-Weekday-001,1561500,"OAK Airport / SF / Daly City",1,,005B_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561596,"Berryessa/North San Jose",0,,006B_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561501,"OAK Airport / SF / Daly City",1,,005B_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561551,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561502,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561597,"Berryessa/North San Jose",0,,006B_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561503,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561552,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561504,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561598,"Berryessa/North San Jose",0,,006B_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561505,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561553,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561506,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561554,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561507,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561555,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561508,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561556,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561509,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561557,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561510,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561558,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561511,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561559,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561512,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561560,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561513,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561561,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561514,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561562,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561515,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561563,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561516,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561564,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561517,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561565,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561518,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561566,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561519,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561567,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561520,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561568,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561521,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561569,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561522,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561570,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561523,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561571,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561524,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561572,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561525,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561582,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561526,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561573,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561527,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561583,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561528,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561574,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561529,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561575,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561530,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561576,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561532,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561577,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561533,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561584,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561534,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561578,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561531,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561579,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561535,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561580,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561536,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561581,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561537,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561585,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561538,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561586,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561539,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561587,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561540,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561588,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561541,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561589,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561542,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561590,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561543,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561591,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
5,2024_08_12-DX-MVS-Weekday-001,1561544,"OAK Airport / SF / Daly City",1,,005A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561592,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561593,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561594,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
6,2024_08_12-DX-MVS-Weekday-001,1561595,"SF / OAK Airport / Berryessa",0,,006A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561117,"OAK Airport / Richmond",0,,003A_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561178,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561118,"OAK Airport / Richmond",0,,003B_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561119,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561062,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561120,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561063,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561121,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561064,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561122,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561065,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561123,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561066,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561124,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561067,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561125,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561068,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561126,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561069,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561127,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561070,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561128,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561071,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561129,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561072,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561130,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561073,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561131,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561074,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561132,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561075,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561133,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561076,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561134,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561077,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561135,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561078,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561136,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561079,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561137,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561080,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561138,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561081,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561139,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561082,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561140,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561083,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561141,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561084,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561142,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561085,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561143,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561086,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561144,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561087,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561145,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561088,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561146,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561089,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561148,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561090,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561149,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561091,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561150,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561092,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561147,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561093,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561151,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561094,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561152,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561095,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561153,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561096,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561154,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561097,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561155,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561098,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561156,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561099,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561157,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561102,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561158,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561100,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561159,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561103,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561160,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561104,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561161,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561101,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561162,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561105,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561163,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561106,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561164,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561107,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561165,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561108,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561166,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561109,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561167,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561110,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561168,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561111,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561169,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561112,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561170,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561113,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561171,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561114,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561172,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561115,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561173,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1561116,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561174,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1575535,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561175,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1575536,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561176,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
3,2024_08_12-DX-MVS-Weekday-001,1575534,"OAK Airport / Richmond",0,,003C_shp,,0,0
4,2024_08_12-DX-MVS-Weekday-001,1561177,"OAK Airport / Berryessa/North San Jose",1,,004A_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1561042,"San Francisco International Airport",1,,001F_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561190,"San Francisco / Antioch",0,,002C_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1561041,"San Francisco International Airport",1,,001F_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561291,"SF / Pittsburg/Bay Point",0,,002C_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560995,"San Francisco International Airport",1,,001B_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561248,"SF / Pittsburg/Bay Point",0,,002B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560938,"San Francisco International Airport",1,,001A_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560996,"San Francisco International Airport",1,,001B_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561191,"San Francisco / Antioch",0,,002C_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560939,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561192,"San Francisco / Antioch",0,,002A_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560997,"San Francisco International Airport",1,,001B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560940,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561249,"SF / Pittsburg/Bay Point",0,,002B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560994,"San Francisco International Airport",1,,001B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560937,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561189,"San Francisco / Antioch",0,,002A_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560998,"San Francisco International Airport",1,,001B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560941,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561250,"SF / Pittsburg/Bay Point",0,,002B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560999,"San Francisco International Airport",1,,001B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560942,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561193,"San Francisco / Antioch",0,,002A_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1561000,"San Francisco International Airport",1,,001B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560943,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561251,"SF / Pittsburg/Bay Point",0,,002B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1561001,"San Francisco International Airport",1,,001B_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561194,"San Francisco / Antioch",0,,002A_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1560944,"San Francisco International Airport",1,,001A_shp,,0,0
2,2024_08_12-DX-MVS-Weekday-001,1561252,"SF / Pittsburg/Bay Point",0,,002B_shp,,0,0
1,2024_08_12-DX-MVS-Weekday-001,1561002,"San Francisco International Airport",1,,001B_shp,,0,0
